NH Barcelona La Maquinista,ES,Barcelona,3,41.4393685364,2.199934423,,,,,
Apogia Nice,FR,Nice,4,43.7031542204,7.2852598876,,,,,
Homewood Suites by Hilton Houston-Clear Lake,US,Webster,3,29.5498360735,-95.1274904609,,,,,
Radisson Blu SkyCity Hotel Stockholm-Arlanda,SE,Arlanda,4,59.6492377129,17.9298591614,,,,,
Villa La Vedetta,IT,Florence,5,43.761320652,11.2690638006,,,,,
DISINI Luxury Spa Villas,ID,Seminyak,5,-8.6831032596,115.159938633,,,,,
Inter-Hotel Manche-Ocean,FR,Vannes,2,47.6607619106,-2.7560371756,,,,,
Lindner Hotel & Spa RÃ¼gen,DE,Trent,4,54.5501265876,13.2207477093,,,,,
Hotel Terminus & Plaza,IT,Pisa,3,43.7091465455,10.400512889,,,,,
Relais & ChÃ¢teaux-Hotel Cazaudehore - La ForestiÃ¨re,FR,Saint-Germain-en-Laye,0,48.9140953193,2.0831751823,,,,,
Rosecrans Hotel San Diego - SeaWorld/Old Town Area,US,San Diego,3,32.7560838222,-117.205934376,,,,,
Campanile Hotel & Restaurant Gent,BE,Ghent,2,51.0194123935,3.7362393737,,,,,
Eurotraveller Hotel - Premier - Tower Bridge,GB,London,3,51.4902501681,-0.0807116926,,,,,
AC Hotel by Marriott Kansas City Westport,US,Kansas City,4,39.0521766704,-94.5931890607,,,,,
Hotel Studio,BG,Veliko TÅ­rnovo,3,43.0811213134,25.6450858712,,,,,
Sheraton Pentagon City,US,Arlington,3,38.867331682,-77.0725947618,,,,,
Air in Berlin,DE,Berlin,3,52.5041742241,13.3425924182,,,,,
Porto Quadro,IT,Santa Teresa Gallura,0,41.2473093689,9.2086109519,,,,,
The Historic Powhatan Resort By Diamond Resorts,US,Williamsburg,4,37.2624623322,-76.7683249712,,,,,
AC Hotel Carlton by Marriott,ES,Madrid,4,40.4051286551,-3.693588227,,,,,
Eurostars Las Claras,ES,Salamanca,4,40.9609979265,-5.6610200554,,,,,
InterCityHotel Stuttgart,DE,Stuttgart,3,48.7840067968,9.1804075241,,,,,
HÃ´tel Ecole Centrale,FR,Paris,3,48.8651135287,2.3565439135,,,,,
Best Western Plus Bloomington at Mall of America,US,Bloomington,3,44.8518719822,-93.2454782724,,,,,
Ramada Pearl Hotel Guangzhou,CN,Guangzhou,4,23.1143269533,113.313444257,,,,,
Hampton Inn & Suites Albany-Downtown,US,Albany,3,42.6533985104,-73.7514916062,,,,,
H10 Estepona Palace,ES,Estepona,4,36.417116809,-5.1732167602,,,,,
Quality Suites Lake Wright Norfolk Airport,US,Norfolk,3,36.877541593,-76.194447577,,,,,
Tryp Malaga Guadalmar Hotel,ES,MÃ¡laga,4,36.6629799545,-4.4595104456,,,,,
Catalonia Barcelona Plaza,ES,Barcelona,4,41.3753855907,2.1484963596,,,,,
Comfort Inn & Suites Bell Gardens,US,Bell Gardens,3,33.9663702804,-118.164649755,,,,,
Holiday Inn Express Zhabei Shanghai,CN,Shanghai,3,31.2525611017,121.452805996,,,,,
Novotel Melbourne St Kilda,AU,Melbourne,4,-37.8652660366,144.974652529,,,,,
HÃ´tel Vernet,FR,Paris,5,48.8720142507,2.2979570925,,,,,
Ancasa Residences Port Dickson by Ancasa Hotels & Resorts,MY,Port Dickson,3,2.4466725595,101.856259704,,,,,
Quality Hotel OrlÃ©ans Centre,FR,OrlÃ©ans,3,47.9062238396,1.9051100314,,,,,
Hotel Royal-St.Georges Interlaken - MGallery Collection,CH,Interlaken,4,46.6886419874,7.8628058732,,,,,
Trident Udaipur,IN,Udaipur,5,24.5770412033,73.6698317528,,,,,
Lacrosse Hotel Texarkana,US,Texarkana,2,33.4728512825,-94.0432852507,,,,,
Hotel Albaida Nature,ES,MazagÃ³n,3,37.1384288106,-6.8219666183,,,,,
Oaks Plaza Pier,AU,Adelaide,4.5,-34.977654228,138.511057198,,,,,
Avillion Legacy Melaka,MY,Melaka,4,2.2071050867,102.245222926,,,,,
Hotel Aosta - Gruppo MiniHotel,IT,Milan,3,45.4844432833,9.2050731182,,,,,
Silver Gold Garden Suvarnabhumi Airport,TH,Lat Krabang,3,13.7223551778,100.784389973,,,,,
HÃ´tel du Dauphin,FR,Lyon,2,45.7559475563,4.8310017586,,,,,
London Hilton on Park Lane,GB,London,5,51.5054778418,-0.1505376399,,,,,
Hampton Inn & Suites Phoenix Glendale-Westgate,US,Glendale,3,33.5313473619,-112.267760932,,,,,
Hotel Damier Kortrijk,BE,Kortrijk,4,50.827324363,3.2653641701,,,,,
Sorolla Centro,ES,Valencia,3,39.4682740281,-0.3757211566,,,,,
Dusit Thani Dubai,AE,Dubai,5,25.2060793347,55.2731877565,,,,,
Hotel Oxford Cannes,FR,Cannes,3,43.5643277661,7.021433115,,,,,
The Wheelwrights Arms,GB,Bath,4,51.3565474301,-2.3275887966,,,,,
HÃ´tel TÃªte d'or,FR,Lyon,2,45.7697092204,4.8502546549,,,,,
Hesperia Murcia,ES,Murcia,3,37.9843314689,-1.1311507226,,,,,
HÃ´tel Jarry Confort,FR,Paris,1,48.8739724308,2.3562464116,,,,,
Design Suites Salta,AR,Salta,4,-24.7870340601,-65.4128471017,,,,,
Hellsten Helsinki Parliament,FI,Helsinki,0,60.1747358173,24.9280200899,,,,,
Sea Breeze Beach House Plettenberg Bay,ZA,Plettenberg Bay,4,-34.0868044267,23.3695802093,,,,,
AC Hotel Ciudad de Tudela by Marriott,ES,Tudela,4,42.0607002148,-1.6075538099,,,,,
La Villa Glanum,FR,Saint-RÃ©my-de-Provence,3,43.7777097251,4.8314295709,,,,,
Hampton Inn & Suites Lawton,US,Lawton,3,34.6217530986,-98.4280532598,,,,,
Melia Castilla,ES,Madrid,4,40.461424609,-3.6919721961,,,,,
Villa Daubenton,FR,Paris,0,48.8395789812,2.3465848714,,,,,
Premiere Classe Toulouse SesquiÃ¨res,FR,Toulouse,1,43.646538851,1.4191292971,,,,,
Base Serviced Apartments - Cumberland Apartments,GB,Liverpool,3,53.407916353,-2.9869817197,,,,,
Holiday Inn Fulda,DE,Fulda,4,50.5507526726,9.6832680702,,,,,
Antico Borgo,IT,Bergamo,0,45.6977478772,9.6805872023,,,,,
Hotel Cedran,ES,Granada,2,37.180753346,-3.5993979465,,,,,
PARKROYAL on Kitchener Road,SG,Singapore,4,1.3108206562,103.855918944,,,,,
Thon Hotel GyldenlÃ¸ve,NO,Oslo,3,59.9254049563,10.7225751132,,,,,
HK - Hotel DÃ¼sseldorf City,DE,DÃ¼sseldorf,4,51.1989342692,6.7833334208,,,,,
Best Western Lake Buena Vista â€“ Disney SpringsÂ® Resort,US,Orlando,3,28.3780985169,-81.5085312724,,,,,
Hotel BÃ©cquer,ES,Seville,4,37.3890069889,-6.0000237823,,,,,
Mister Bed City Bagnolet,FR,Bagnolet,2,48.8661219006,2.4175447226,,,,,
Emirhan Inn Apart Hotel,TR,Istanbul,0,41.0035022245,28.9712315798,,,,,
Rezia Hotel Bormio,IT,Bormio,4,46.4673644714,10.3718031943,,,,,
DoubleTree by Hilton Princeton,US,Princeton,4,40.3663988085,-74.5974040031,,,,,
Novotel Wien City,AT,Vienna,4,48.2134218698,16.3830238581,,,,,
HÃ´tel balladins Esbly / Marne-La-VallÃ©e,FR,Isles-lÃ¨s-Villenoy,2,48.9138971891,2.8156730533,,,,,
Catalonia Eixample 1864,ES,Barcelona,4,41.3934522433,2.1685767174,,,,,
African Oceans Manor on the Beach,ZA,Mossel Bay,5,-34.1396744526,22.1116161346,,,,,
Mercure Auckland,NZ,Auckland,4,-36.8446238732,174.767265022,,,,,
D Varee Diva Bally Silom,TH,Bangkok,3,13.7286659767,100.534284711,,,,,
Holiday Inn Dijon Toison D'or,FR,Dijon,4,47.3557,5.052,,,,,
Hotel Carlton a Joie de Vivre Hotel,US,San Francisco,3,37.7878747128,-122.418006957,,,,,
Business Resort Parkhotel Werth,IT,Bolzano,4,46.466090846,11.3335314989,,,,,
Sol Principe,ES,Torremolinos,4,36.6316532496,-4.4906374812,,,,,
InterContinental Bangkok,TH,Bangkok,5,13.7446949547,100.541432798,,,,,
Americas Best Value Inn Garland,US,Garland,2,32.838563,-96.593889,,,,,
Radisson Blu Hotel Sandton Johannesburg,ZA,Johannesburg,5,-26.1044685406,28.061427623,,,,,
Oaks Felix,AU,Brisbane,4.5,-27.470345295,153.029867336,,,,,
HÃ´tel Belle-Vue,FR,Marseille,0,43.296415596,5.3720609844,,,,,
Oaks Lagoons,AU,Port Douglas,4.5,-16.5166577969,145.465909156,,,,,
Novotel Zurich City West,CH,ZÃ¼rich,4,47.3892105953,8.5167431831,,,,,
Hellsten Helsinki Senate,FI,Helsinki,3,60.167184429,24.9654570222,,,,,
Alpen Hotel MÃ¼nchen,DE,Munich,4,48.13818025,11.5620549,,,,,
Centro Hotel Ritter St. Georg,DE,Braunschweig,3,52.2607796901,10.5165817811,,,,,
Hotel Eurostars Embassy,AT,Vienna,4,48.1964556916,16.395816654,,,,,
Metropol Hotel,CH,Basel,4,47.5489119429,7.5899145752,,,,,
The Westin St Francis on Union Square,US,San Francisco,4,37.7876383649,-122.408391237,,,,,
Hotel Geranios Suites & Spa,ES,Caleta De Fuste,4,28.3932809546,-13.8609185815,,,,,
HÃ´tel Les BruyÃ¨res,FR,Les Menuires,4,45.3136610409,6.5409220755,,,,,
Holiday Inn Express Boston/Milford Hotel,US,Milford,3,42.1618287952,-71.5066221356,,,,,
Pousada Palacio de Queluz,PT,Queluz,0,38.7508787294,-9.2576900125,,,,,
Metropole Suites South Beach,US,Miami Beach,4,25.7760844542,-80.1326344907,,,,,
Maple Lodge Luxury Bed & Breakfast,NZ,Wanaka,5,-44.6947860631,169.187108874,,,,,
Ramada Plaza Beirut Raouche,LB,Beirut,5,33.8913760908,35.4729625583,,,,,
Sercotel Urbis Centre,ES,Tarragona,3,41.1151726051,1.2496934831,,,,,
Regina Cristina,IT,Capri,4,40.5493911905,14.2443859577,,,,,
Aparthotel Adagio Access Paris Tilsitt,FR,Paris,3,48.8752598413,2.2942583263,,,,,
Manoir Sherbrooke,CA,MontrÃ©al,3,45.5141173472,-73.5688063502,,,,,
Oasis Lagoon & Residence,IT,Venice-Lido,0,45.4204529032,12.3757499456,,,,,
Marco Polo Xiamen,CN,Xiamen,5,24.4748162504,118.084520102,,,,,
PensiÃ³n AtlÃ¡ntida,ES,Granada,1,37.1817812381,-3.6009635031,,,,,
Novotel Paris Vaugirard Montparnasse,FR,Paris,4,48.8399823617,2.3030948639,,,,,
The Manor at Weston On The Green,GB,Weston on the Green,4,51.862089088,-1.2259586155,,,,,
Hotel Seiler,IT,Rome,2,41.9025739941,12.4939300865,,,,,
Hua Ting Hotel and Towers,CN,Shanghai,5,31.1811487571,121.435908079,,,,,
Red Carpet Inn & Suites Smithville,US,Smithville,2,39.488237986,-74.4586533308,,,,,
Stars Tours,FR,Chambray-lÃ¨s-Tours,2,47.3359063283,0.7053303704,,,,,
Falkenstein Grand Kempinski KÃ¶nigstein Frankfurt,DE,KÃ¶nigstein im Taunus,5,50.1922505213,8.4798708558,,,,,
EconoLodge Canterbury Court Motel,NZ,Christchurch,3.5,-43.5491390963,172.602853775,,,,,
Hotel Mercure Wien Westbahnhof,AT,Vienna,4,48.1982839862,16.3373632729,,,,,
Hotel Actual,ES,Barcelona,3,41.3960156813,2.1610913426,,,,,
Park Central San Francisco Union Square A Starwood Hotel,US,San Francisco,4,37.7867131033,-122.402750552,,,,,
Ramada Hotel Micador Wiesbaden-Niedernhausen,DE,Niedernhausen,4,50.1470998091,8.3285701275,,,,,
Stage Coach Lodge,US,Monterey,3,36.5936446981,-121.880379617,,,,,
The Seminyak Suite - Private Villa,ID,Seminyak,5,-8.6953952579,115.167035758,,,,,
Somerset ZhongGuanCun Beijing,CN,Beijing,4,39.9772269781,116.310330033,,,,,
Mercure Paris la DÃ©fense Grande Arche,FR,Nanterre,4,48.8956591502,2.2222530842,,,,,
Hampton Inn Chicago-O'Hare International Airport,US,Schiller Park,3,41.9494807203,-87.8853812814,,,,,
Red Roof Inn Washington DC - Columbia/Fort Meade,US,Jessup,2,39.1688117274,-76.7887982726,,,,,
Eurostars Toscana,IT,Lucca,4,43.8308137995,10.4950091243,,,,,
Pan Pacific Orchard,SG,Singapore,5,1.3075197188,103.829973936,,,,,
Cit Hotels Dea Palermo,IT,Palermo,4,38.1268207263,13.3288291092,,,,,
La Casita de Cabrejas,ES,JÃ¡baga,3,40.070584079,-2.2741699219,,,,,
Best Western Mill River Manor,US,Rockville Centre,3,40.6577213544,-73.6485470831,,,,,
Hampton Inn & Suites Flagstaff,US,Flagstaff,3,35.1775408954,-111.662690789,,,,,
DoubleTree by Hilton Orange County Airport,US,Santa Ana,3,33.7007073265,-117.866113186,,,,,
Queen Anne,US,San Francisco,3,37.7870660395,-122.426566556,,,,,
Ti-Tree Resort,AU,Port Douglas,3,-16.5206744903,145.468211174,,,,,
NH Hotel Stephanie,BE,Brussels,4,50.8334749079,4.3544308841,,,,,
The Langham Melbourne,AU,Melbourne,5,-37.8207853974,144.96611774,,,,,
Hotel Mercure Cannes Croisette Beach,FR,Cannes,4,43.5501033233,7.0280206204,,,,,
Dormero Hotel KÃ¶nigshof Dresden,DE,Dresden,4,51.0278007037,13.7601453066,,,,,
AZIMUT Moscow Olympic Hotel,RU,Moscow,4,55.7850741779,37.6239667833,,,,,
Alma,FR,Paris,3,48.8570056738,2.3033925891,,,,,
Homewood Suites Dulles-International Airport,US,Herndon,3,38.9579383846,-77.4114006758,,,,,
Hotel Navona - Dimora Storica,IT,Rome,2,41.8978769826,12.4747878313,,,,,
Aktiv- und Wellnesshotel Reissenlehen,DE,Bischofswiesen,4,47.6506490047,12.9589775205,,,,,
Jin Jiang Park Hotel,CN,Shanghai,4,31.2333794378,121.471851021,,,,,
Chesterfield Hotel & Suites,US,Miami Beach,3,25.7791011632,-80.1319894195,,,,,
Swissotel Zurich,CH,ZÃ¼rich,4,47.4109305731,8.5436242819,,,,,
Median GenÃ¨ve AÃ©roport,FR,Ferney-Voltaire,0,46.2513845058,6.1207312346,,,,,
DORMERO Hotel Berlin Ku'damm,DE,Berlin,5,52.5006613935,13.3338269591,,,,,
Tivoli Sintra,PT,Sintra,4,38.7975500651,-9.3916153908,,,,,
Super 8 North Bergen,US,North Bergen,2,40.7749234094,-74.0386837721,,,,,
Amorsolo Mansion Apartments & Suites,PH,Manila,3,14.535846,121.002438,,,,,
Quality Hotel SkellefteÃ¥ Stadshotell,SE,SkellefteÃ¥,4,64.7501090123,20.9507212043,,,,,
The RE London Shoreditch,GB,London,4,51.5319628185,-0.0619375706,,,,,
Jaz Dahabeya,EG,Dahab,4,28.4803291036,34.4900858402,,,,,
Nihal Palace Hotel (Formerly Metropolitan Deira),AE,Dubai,4,25.2595957977,55.3259722888,,,,,
Embassy Suites Colorado Springs,US,Colorado Springs,3,38.9365858769,-104.814406335,,,,,
Hotel Diana,IT,Venice,3,45.4354410251,12.3393128067,,,,,
The Horn Of Plenty,GB,Gunnislake,4,50.5378888621,-4.2003822327,,,,,
Premiere Classe Meaux Nanteuil Les Meaux,FR,Nanteuil-lÃ¨s-Meaux,1,48.934678543,2.8803609623,,,,,
Hotel Pierre,IT,Florence,4,43.7705214764,11.2539897859,,,,,
Quality Hotel Dalecarlia,SE,TÃ¤llberg,4,60.8186925334,14.9908071756,,,,,
Eurostars Gran Valencia,ES,Valencia,4,39.4915644103,-0.3981296718,,,,,
Best Western Hotel Villafranca,IT,Rome,4,41.9051347205,12.504953295,,,,,
Metropol Hotel,EE,Tallinn,3,59.4394909468,24.7548271716,,,,,
Best Western Plus Hotel Hordaheimen,NO,Bergen,3,60.3958827138,5.3182142973,,,,,
Best Western Plus Independence Park Hotel,US,Philadelphia,3,39.9486430493,-75.1454852521,,,,,
Sheraton MÃ¼nchen Arabellapark Hotel,DE,Munich,4,48.1511364582,11.6179615259,,,,,
Aparthotels MÃ¼nzgasse An der Frauenkirche,DE,Dresden,3,51.0529480977,13.7413725257,,,,,
Amsterdam Hotel,GB,Brighton & Hove,3,50.8201156487,-0.1348487288,,,,,
ibis Styles Avignon Sud,FR,Avignon,3,43.9261654848,4.8444208503,,,,,
Gooderson DumaZulu Lodge & Traditional Village,ZA,Hluhluwe,3,-28.0288945582,32.2817587852,,,,,
Durham Marriott Hotel Royal County,GB,Durham,4,54.7754665295,-1.5713453293,,,,,
Airport Hotel Walldorf / Inh. Cetrico GmbH,DE,MÃ¶rfelden-Walldorf,3,50.0164400358,8.5833370686,,,,,
Westin Palo Alto,US,Palo Alto,4,37.4405298886,-122.163268179,,,,,
Sheraton Amman Al-Nabil Hotel,JO,Amman,5,31.9605141477,35.8797866106,,,,,
Crooklands Hotel,GB,Crooklands,3,54.2466599933,-2.7149882913,,,,,
Holiday Inn Toronto Downtown Centre,CA,Toronto,3,43.6616044764,-79.3811023235,,,,,
Moulin de l'Abbaye,FR,BrantÃ´me,4,45.3631238148,0.6462460756,,,,,
Hanse Clipper Haus Apartments Hamburg,DE,Hamburg,4,53.5462538962,9.9775975943,,,,,
Sofitel Rome Villa Borghese,IT,Rome,5,41.9075511216,12.486653924,,,,,
Elysium,CY,Paphos City,5,34.7712340612,32.4073773623,,,,,
Hampton Inn & Suites Jacksonville-Airport,US,Jacksonville,2,30.4829265172,-81.6547894478,,,,,
Bovey Castle,GB,Moretonhampstead,5,50.6461678317,-3.7956020236,,,,,
Radisson Blu Hotel Trondheim Airport,NO,Stjoerdal,4,63.4534247184,10.9132862091,,,,,
Guyot Business Boutique Hotel,RU,Saint Petersburg,4,59.97115668,30.313043,,,,,
Aparthotel Napols - Abapart,ES,Barcelona,0,41.3953677889,2.179517448,,,,,
NH Brugge,BE,Bruges,4,51.2039358241,3.2169422507,,,,,
Ville Sull'Arno,IT,Florence,5,43.7659493278,11.2845790386,,,,,
Iberostar Grand Hotel El Mirador - Adults Only,ES,Adeje,5,28.0933349742,-16.7446446419,,,,,
Le MÃ©ridien Hamburg,DE,Hamburg,5,53.5585522696,10.0076919794,,,,,
Sama Sama Hotel KLIA,MY,Sepang,5,2.7576288951,101.703598201,,,,,
Akademiehotel Jena,DE,Jena,2,50.9144101219,11.5884357691,,,,,
Mayan Inn - Daytona Beach,US,Daytona Beach,2,29.2246872182,-81.0062232614,,,,,
Hotel Trzy Åšwiaty Spa & Wellness Rajska WySpa,PL,Gliwice,3,50.2759726295,18.6701314151,,,,,
Ramada Hotel Salzburg City Centre,AT,Salzburg,4,47.8136768741,13.0449718237,,,,,
Cranleigh,GB,Bath,4,51.3883849768,-2.3967790604,,,,,
Hotel Derby,CH,Interlaken,3,46.6830355362,7.8594088554,,,,,
Baystay Bed and Breakfast,NZ,Paihia,0,-35.2765740162,174.057469368,,,,,
Locanda Art Deco,IT,Venice,0,45.4338139197,12.3304253072,,,,,
Anna Hotel,CZ,Prague,3,50.0747218948,14.4418863952,,,,,
Wilmar,GB,Blackpool,3,53.7944549408,-3.0526328087,,,,,
Embassy Suites Convention Center Las Vegas,US,Las Vegas,3,36.1239592035,-115.154414624,,,,,
Hampton Inn & Suites Miami Airport South/Blue Lagoon,US,Miami,2,25.7788221994,-80.2881838381,,,,,
Ace Hotel Riom,FR,Riom,2,45.8949366073,3.1375019252,,,,,
Sheraton Music City,US,Nashville,4,36.1448169304,-86.6834431887,,,,,
Sheraton Iowa City,US,Iowa City,3,41.6584891335,-91.5333116055,,,,,
Radisson Blu Hotel Jeddah,SA,Jeddah,4,21.5183592645,39.181587249,,,,,
Thanda Vista B&B,ZA,Plettenberg Bay,4,-34.0422785506,23.3731716871,,,,,
Embassy Suites Portland - Downtown,US,Portland,4,45.5217889992,-122.674187422,,,,,
Whoop Hall Hotel and Leisure,GB,Kirkby Lonsdale,3,54.191469981,-2.577495575,,,,,
Sogut Hotel Old City,TR,Istanbul,3,41.0127075579,28.9552858472,,,,,
The Imperial Mae Hong Son Resort,TH,Mae Hong Son,3,19.2917929613,97.9642912745,,,,,
Legend Hotel Sultanahmet,TR,Istanbul,0,41.0071962518,28.9721140265,,,,,
Saanewald Lodge,CH,SaanenmÃ¶ser,3,46.5114943352,7.3160710931,,,,,
Amora Hotel Jamison Sydney,AU,Sydney,5,-33.8644001078,151.206134856,,,,,
Palms Place Hotel and Spa,US,Las Vegas,4,36.1152438258,-115.198184252,,,,,
Wailea Grand Champions A Destination Residence,US,Wailea,3,20.6907028476,-156.436337829,,,,,
Comfort Inn Airport Warwick,US,Warwick,3,41.7284724508,-71.4363455772,,,,,
TURIM Lisboa Hotel,PT,Lisbon,4,38.7323472716,-9.1493401676,,,,,
The Aga's Hotel Berlin,DE,Berlin,3,52.5158225997,13.5196101665,,,,,
Internacional Design Hotel - Small Luxury Hotels of the World,PT,Lisbon,4,38.713055474,-9.1384993494,,,,,
Hoteldorf GrÃ¼ner Baum Bad Gastein,AT,Bad Gastein,4,47.1276715223,13.1605696678,,,,,
Holiday Inn Express Alcobendas,ES,Alcobendas,3,40.5304895439,-3.6491994965,,,,,
HÃ´tel Mar I Cel & Spa,FR,Canet,3,42.6929193054,3.0349543691,,,,,
Millenium Hilton,US,New York,4,40.7111969221,-74.0104582161,,,,,
Leonardo Hotel KÃ¶ln,DE,Cologne,4,50.9479085148,7.0060995966,,,,,
Homewood Suites by Hilton Kansas City Airport,US,Kansas City,3,39.2749308533,-94.6639323235,,,,,
Holiday Inn Salisbury-Stonehenge,GB,Amesbury,4,51.1760842413,-1.7577749491,,,,,
Hotel Casa Camper,ES,Barcelona,4,41.383301123,2.1685110033,,,,,
Days Inn Fort Lauderdale Airport North Cruise Port,US,Fort Lauderdale,2,26.1214925298,-80.1646828651,,,,,
Ocean Spa Hotel - All Inclusive,MX,CancÃºn,4,21.1466851067,-86.7913430929,,,,,
Hilton Milan,IT,Milan,4,45.4861328913,9.1999527812,,,,,
Hotel Playa La Media Luna,MX,Isla Mujeres,4,21.2606235796,-86.7482426763,,,,,
Zenit Lleida,ES,Lleida,4,41.6178636437,0.6330166893,,,,,
Dana Hotel And Spa,US,Chicago,4,41.8941963923,-87.6282030344,,,,,
Hilton Garden Inn Times Square,US,New York,3,40.7613079915,-73.9866274595,,,,,
Continental Forum Sibiu,RO,Sibiu,4,45.7921403113,24.1480028629,,,,,
Mercure Vaugirard Paris Porte De Versailles,FR,Paris,4,48.832923176,2.2880798578,,,,,
Best Western Cranbury Court Apartments,NZ,Queenstown,4,-45.0270111161,168.661798239,,,,,
Innside by MeliÃ¡ DÃ¼sseldorf Derendorf,DE,DÃ¼sseldorf,4,51.2528894248,6.7829461097,,,,,
Sleep & Go,DE,Bad Hersfeld,2,50.8582476082,9.7229540348,,,,,
